,date,Headlines
6969,2017-07-09,Why Some Online Video Stars Opt for Facebook Over YouTube
6970,2017-07-10,Read the Letter From Two Congressmen
6971,2017-07-10,Congress Is Facing a Time Crunch to Repeal Obamacare
6972,2017-07-10,A Bipartisan Congress That Works? Veterans Committees Show How It’s Done
6973,2017-07-10,Daily Report: Facebook Takes Aim at YouTube’s Video Dominance
6974,2017-07-10,"Congress, Donald Trump Jr., Mosul: Your Monday Evening Briefing"
6975,2017-07-12,"A Police Chief, a Facebook Scandal and Now, a Bank Robbery Suspect"
6976,2017-07-12,Apple Opening Data Center in China to Comply With Cybersecurity Law
6977,2017-07-12,"Rob Goldstone, Trump Intermediary, Likes Silly Hats and Facebook"
6978,2017-07-13,"Congress Wants to Punish Russia, but Can’t Dole Out the Punishment"
6979,2017-07-13,Congressional Budget Office Casts Doubt on Trump Spending Plan
6980,2017-07-13,Senator Resigns Over Dual Citizenship. Also: Facebook Rejects Turnbull on Decryption.
6981,2017-07-13,This Instagram Dog Wants to Sell You a Lint Roller
6982,2017-07-14,Finding Support for a Missing Instagram Account
6983,2017-07-16,Behind the Velvet Ropes of Facebook’s Private Groups
6984,2017-07-17,"From the L.P.G.A. to Congress, Dress Code as a Cause Célèbre"
6985,2017-07-17,Daily Report: Exploring Facebook’s Gated Communities
6986,2017-07-18,"In Congress, Obstructionists Are Obstructing Themselves"
6987,2017-07-18,China Disrupts WhatsApp Service in Online Clampdown
6988,2017-07-18,Switching to the Sound of Silence for Facebook Videos
6989,2017-07-19,‘The Daily’: Life as a G.O.P. Congressman in the Trump Era
6990,2017-07-19,‘Blow-Up’ at Film Forum: Those Pre-Instagram Filters
6991,2017-07-19,"Mexican Hacking Case Deserves Independent Inquiry, U.N. Envoys Say"
6992,2017-07-20,"Facebook, Seeking to Satisfy Publishers, May Let Them Charge for Articles"
6993,2017-07-20,"Meet My Dog, Barnaby, Aspiring Instagram ‘Pup-fluencer’"
6994,2017-07-20,Daily Report: Can Facebook Woo Back Publishers?
6995,2017-07-20,Copyright Case Over Richard Prince Instagram Show to Go Forward
6996,2017-07-21,Facebook Live: Peter Baker Discusses An Exclusive Interview With Trump
6997,2017-07-22,Philippine Congress Extends Martial Law in Besieged Region
6998,2017-07-22,Some Pundit Meta On Our Twin Crises
6999,2017-07-22,German Carmakers Face Potential New Scandal Over Antitrust Issues
7000,2017-07-22,"Congress Reaches Deal on Russia Sanctions, Setting Up Tough Choice for Trump"
7001,2017-07-24,Israel Agrees to Remove Metal Detectors at Entrances to Aqsa Mosque Compound
7002,2017-07-24,Congressional Democrats Promise a ‘Better Deal’ for American Workers
7003,2017-07-25,Swedish Government Scrambles to Contain Damage From Data Breach
7004,2017-07-25,"Metal Detectors Vanish, but Tensions in East Jerusalem Remain"
7005,2017-07-26,Trump and Congressional Republicans: It’s Complicated
7006,2017-07-26,"Facebook’s Profit and Revenue Surge, Despite Company Predictions of a Slowdown"
7007,2017-07-27,Goats of Instagram
7008,2017-07-27,How a Ruling on Texas Districts Could Help Reshape Congress
7009,2017-07-27,North Korea Tries to Make Hacking a Profit Center
7010,2017-07-27,The Machinations in Congress on Health Care
7011,2017-07-28,Congress Defies Trump on Russia
7012,2017-07-28,Congress Reaches Deal to Avert Shutdown of Veterans’ Health Choice Program
7013,2017-07-28,This Is Why Americans Hate Congress
7014,2017-07-29,"Drag Queens, a Metal Head and a Lot of Cowboy Hats in Tijuana, Mexico"
7015,2017-07-31,The Hacking Wars Are Going to Get Much Worse
7016,2017-07-31,Instagram Turbocharges the Watch Market
7017,2017-08-01,Republicans in Congress Bypass Trump to Shore Up Health Law
7018,2017-08-01,A Graveyard? She’s Danced There. Just Check Instagram.
7019,2017-08-02,"Review: ‘The Dark Dark,’ Beguiling Tales of Women in Metamorphosis"
7020,2017-08-03,Trump Blames Congress for Poor U.S. Relations With Russia
7021,2017-08-03,Chile’s Congress Approves Abortion in Limited Cases
7022,2017-08-04,"With Few Wins in Congress, Republicans Agree on Need to Agree"
7023,2017-08-04,"In Singapore, Family Feud Deepens Over Facebook Posts"
7024,2017-08-05,A Hollywood Party Planner Who Isn’t Instagram-Obsessed
7025,2017-08-06,Cindy Sherman Takes Selfies (as Only She Could) on Instagram
7026,2017-08-07,Inside the Facebook Group Where N.F.L. Wives Share Anxieties and Advice
7027,2017-08-07,Too Good to Pass Congress
7028,2017-08-08,"Icy, Sweet and Instagram-Ready"
7029,2017-08-09,"Even on Break, a Congress Weary of Trump Gets No Respite From Him"
7030,2017-08-10,Facebook Introduces a Dedicated Home for Videos
7031,2017-08-10,Your Instagram Posts May Hold Clues to Your Mental Health
7032,2017-08-10,How to See Van Gogh’s ‘Sunflowers’ in 5 Museums at Once? Facebook
7033,2017-08-11,"On Health Care, Who Needs Congress?"
7034,2017-08-11,"In China, Facebook Tests the Waters With a Stealth App"
7035,2017-08-14,Instagram and Mental Health
7036,2017-08-16,‘Trade’ Ensures Lucas Duda Can’t Shake That Pesky Instagram Account
7037,2017-08-16,"2 Texas Congressional Districts Are Unconstitutional, Court Rules"
7038,2017-08-16,"In Ukraine, a Malware Expert Who Could Blow the Whistle on Russian Hacking"
7039,2017-08-16,The New Authority in Great Books to Read: Who You Follow on Instagram
7040,2017-08-17,Republicans in Congress May Be Stuck in a Relationship With Trump
7041,2017-08-23,Trump Widens Rift With Congress as Critical Showdowns Loom
7042,2017-08-23,The Right Way to Brag on Instagram
7043,2017-08-24,The Rift Between Trump and Congress
7044,2017-08-25,Right and Left on the Fractures in the Republican Party between President Trump and Congressional Leaders
7045,2017-08-26,Conor McGregor’s Baby Suits Up in Custom Threads Ahead of Fight
7046,2017-08-28,How to Avoid Phony Facebook Phone Lines
7047,2017-08-28,"For Congress, Storm Adds Another Urgent Issue to a Full Plate"
7048,2017-08-29,Two Bankers Are Selling Trump’s Tax Plan. Is Congress Buying?
7049,2017-08-29,Take 6 Congressional Races. Add Gov. Cuomo. Stir the Pot.
7050,2017-08-30,New York City’s Newest Hot Spot? Check Instagram
7051,2017-08-30,Lawyers for Child Welfare and Legal Aid Under Scrutiny for Facebook Posts
7052,2017-08-31,"For Tax Reform Lessons, Congress Needn’t Look Far"
7053,2017-09-01,"Russian Election Hacking Efforts, Wider Than Previously Known, Draw Little Scrutiny"
7054,2017-09-02,Quotation of the Day: Little Effort to Investigate in States Targeted by Election Hacking
7055,2017-09-02,"In Indonesia, 3 Muslim Girls Fight for Their Right to Play Heavy Metal"
7056,2017-09-02,Instagram Your Leftovers: History Depends on It
7057,2017-09-03,"Shaken by Harvey, Congress May Try Something New: Bipartisanship"
7058,2017-09-05,Trump Faces Deal-Making Challenges as Congress Returns
7059,2017-09-05,Congress Returns to a Busy Schedule. What’s on the Agenda?
7060,2017-09-05,Trump Moves to End DACA and Calls on Congress to Act
7061,2017-09-05,"After 16 Futile Years, Congress Will Try Again to Legalize ‘Dreamers’"
7062,2017-09-06,Trump May Make Congress Decide Future of Iran Nuclear Deal
7063,2017-09-06,Paul Ryan to Speak With The Times on Congress’s Packed Agenda
7064,2017-09-06,29Rooms Is a Creative Playhouse for the Instagram Set
7065,2017-09-06,"Blocked in China, Facebook Is Said to Seek a Shanghai Office"
7066,2017-09-06,"Fake Russian Facebook Accounts Bought $100,000 in Political Ads"
7067,2017-09-06,Facebook Tells Advertisers It Can Reach Many Young People. Too Many.
7068,2017-09-07,"Irma, Facebook, U.S. Open: Your Thursday Briefing"
7069,2017-09-07,Roger Waters: Congress Shouldn’t Silence Human Rights Advocates
7070,2017-09-08,Trump Lashes Out at Congressional Republicans’ ‘Death Wish’
7071,2017-09-09,"Facebook Wins, Democracy Loses"
7072,2017-09-09,"Data Breach Victims Talk of Initial Terror, Then Vigilance"
7073,2017-09-11,England’s Soccer Federation Asks FIFA to Address Cybersecurity Ahead of World Cup
7074,2017-09-11,Congress Rejects Trump Proposals to Cut Health Research Funds
7075,2017-09-12,On Those Russian Facebook Ads
7076,2017-09-12,Action to Protect Young Immigrants Already Stumbles in Congress
7077,2017-09-12,Purged Facebook Page Tied to the Kremlin Spread Anti-Immigrant Bile
7078,2017-09-13,Congress Passes Measure Challenging Trump to Denounce Hate Groups
7079,2017-09-13,Facebook Moves to Keep Ads From Running on Objectionable Videos
7080,2017-09-13,"Mystery of Russian Fake on Facebook Solved, by a Brazilian"
7081,2017-09-14,"Finally, Some Answers From Equifax to Your Data Breach Questions"
7082,2017-09-15,Google and Facebook Face Criticism for Ads Targeting Racist Sentiments
7083,2017-09-15,Farhad’s and Mike’s Week in Tech: New iPhones and Facebook Ads
7084,2017-09-15,Congress and Climate Change
7085,2017-09-15,"From Instagram to ‘Bodak Yellow,’ Cardi B Has Arrived"
7086,2017-09-16,Congress Goes for Its Guns
7087,2017-09-18,Facebook Knows More About Russia’s Election Meddling. Shouldn’t We?
7088,2017-09-18,How Facebook Is Changing Your Internet
7089,2017-09-18,Facebook Faces a New World as Officials Rein In a Wild Web
7090,2017-09-18,"United Nations, Facebook, Hamas: Your Monday Briefing"
7091,2017-09-20,Teaching Activities for: ‘Facebook Faces a New World as Officials Rein In a Wild Web’
7092,2017-09-20,Kenya Court Says It Nullified Election Over Possible Hacking
7093,2017-09-20,"Facebook, After ‘Fail’ Over Ads Targeting Racists, Makes Changes"
7094,2017-09-21,S.E.C. Says It Was a Victim of Computer Hacking Last Year
7095,2017-09-21,How to Use Twitter and Facebook for Emergency Travel Information
7096,2017-09-21,Facebook to Turn Over Russian-Linked Ads to Congress
7097,2017-09-21,Facebook’s Frankenstein Moment
7098,2017-09-22,Trump Dismisses ‘Russia Hoax’ as Facebook Turns Over Ads Tied to Campaign
7099,2017-09-22,"On Russian Meddling, Mark Zuckerberg Follows a Familiar Playbook"
7100,2017-09-23,Facebook’s Belated Awakening
7101,2017-09-23,Facebook Drops Stock Move That Would Have Solidified Zuckerberg’s Control
7102,2017-09-23,"Facebook’s Ad Scandal Isn’t a ‘Fail,’ It’s a Feature"
7103,2017-09-23,Will Mark Zuckerberg ‘Like’ This Column?
7104,2017-09-25,"China Blocks WhatsApp, Broadening Online Censorship"
7105,2017-09-26,Reinventing Balmain (With Help From His Instagram Friends)
7106,2017-09-26,"Joseph M. McDade, 18-Term Pennsylvania Congressman, Dies at 85"
7107,2017-09-26,S.E.C. Hacking Response Provides Road Map for Compromised Companies
7108,2017-09-26,Fitting Your Photos on Instagram
7109,2017-09-27,Google Offers Concessions to Europe After Record Antitrust Fine
7110,2017-09-27,Facebook Responds to Trump and Positions Itself as Election-Ready
7111,2017-09-27,"After School Stabbing, Parents Ask: Where Were Metal Detectors?"
7112,2017-09-28,"Twitter, With Accounts Linked to Russia, to Face Congress Over Role in Election"
7113,2017-09-28,"Facebook’s Ad-Targeting Problem, Captured in a Literal Shade of Gray"
7114,2017-09-28,Read the Letter a Democrat on an Oversight Subcommittee Sent to Mark Zuckerberg
7115,2017-09-28,Black Lawmakers Pressure Facebook Over Racially Divisive Russian Ads
7116,2017-09-28,Google Acts to End One Fight in Europe as Bigger Antitrust Battle Looms
7117,2017-09-28,"Amid Facebook’s Troubles, Message to Advertisers Stays Consistent"
7118,2017-09-29,Zuckerberg’s Preposterous Defense of Facebook
7119,2017-09-30,Google Prepares to Brief Congress on Its Role in Election
7120,2017-12-02,"Tasks for Congress: Ignore President, Keep Government Open …"
7121,2017-12-02,How the Republicans Broke Congress
7122,2017-12-04,New Facebook App for Children Ignites Debate Among Families
7123,2017-12-05,"Corrine Brown, Ex-Congresswoman Who Ran a Sham Charity, Gets 5 Years in Prison"
7124,2017-12-05,John Conyers to Leave Congress Amid Harassment Claims
7125,2017-12-05,Communist-Era Crooner and Far-Right Metal Band Share a Spotlight
7126,2017-12-05,Conyers Ends 52 Years in Congress Amid Harassment Claims
7127,2017-12-06,Too Young for Facebook
7128,2017-12-06,Nominate Yourself to Be Part of Our Reader Center Facebook Community
7129,2017-12-06,Trump and Warren Find Common Ground on Antitrust
7130,2017-12-07,Al Franken: From ‘Saturday Night Live’ to Congress
7131,2017-12-07,Congress Approves Two-Week Stopgap Measure to Keep Government Funded
7132,2017-12-07,"If the G.O.P. Tax Plan Hurts You, Congressmen Say It’s Your State’s Fault"
7133,2017-12-08,What Congress Can Learn from Al Franken
7134,2017-12-08,Congressional Democrats Left Out of White House Hanukkah Party
7135,2017-12-08,Tracking Dolphins With Algorithms You Might Find on Facebook
7136,2017-12-09,What Facebook Taught Me About Net Neutrality
7137,2017-12-12,Tawdry Tales Depict a Texas Congressman’s Frat House on the Hill
7138,2017-12-12,Hacking the Tax Plan: Ways to Profit Off the Republican Tax Bill
7139,2017-12-13,Facebook Sees Little Evidence of Russian Meddling in ‘Brexit’ Vote
7140,2017-12-14,"Blake Farenthold, Texas Congressman Accused of Sexual Harassment, Will Not Run Again"
7141,2017-12-14,‘Are You Normal?’ Putin Asks U.S. Congress in Annual News Gathering
7142,2017-12-15,"Accused of Sexual Harassment, Andrea Ramsey Ends Kansas Congressional Run"
7143,2017-12-15,Facebook Conceded It Might Make You Feel Bad. Here’s How to Interpret That.
7144,2017-12-16,"Living on His Own for the First Time, With a Soundtrack of Heavy Metal"
7145,2017-12-17,Disputes Delay Vote on African National Congress Leader
7146,2017-12-17,"For Russian ‘Trolls,’ Instagram’s Pictures Can Spread Wider Than Words"
7147,2017-12-17,"North Korea, African National Congress, Israel: Your Monday Briefing"
7148,2017-12-17,Warren and Sanders: Who Is Congress Really Serving?
7149,2017-12-18,"African National Congress, Amtrak, Donald Trump: Your Tuesday Briefing"
7150,2017-12-19,Congress Approves Republican Tax Plan Setting Up Delivery to Trump’s Desk
7151,2017-12-19,"After Street Clashes, Argentina’s Congress Passes Pension Overhaul"
7152,2017-12-20,"With Children’s Health Program Running Dry, Parents Beg Congress: ‘Do the Right Thing’"
7153,2017-12-20,"Unless Congress Acts, Nearly 2 Million Children Could Lose Health Coverage in January"
7154,2017-12-20,Facebook Job Ads Raise Concerns About Age Discrimination
7155,2017-12-20,Congress Refuses to Do Right by Children’s Health Care
7156,2017-12-21,"Fearful of a Shutdown, Congress Inches Toward Stopgap Spending Bill"
7157,2017-12-21,"Instagram Is Now a Dating Platform, Too. Here’s How It Works."
7158,2017-12-21,"Melbourne, Facebook, Winter Solstice: Your Thursday Briefing"
7159,2017-12-21,Congress Passes Stopgap Bill to Avoid Government Shutdown Against a Friday Deadline
7160,2017-12-21,"Despite Internal Review, Justice Department Officials Say Congress Needs to Act on Bump Stocks"
7161,2017-12-21,Bid to Oust Peru’s President Falls Short in Congress
7162,2017-12-21,"Congress, Jerusalem, Facebook: Your Thursday Evening Briefing"
7163,2017-12-24,"After a Chaotic Start, Congress Has Made a Conservative Mark"
7164,2017-12-26,"Yes, More Facebook Friends Are Asking You for Money"
7165,2017-12-27,The Library of Congress No Longer Wants All the Tweets
7166,2017-12-28,"Facebook Removes Chechen Strongman’s Accounts, Raising Policy Questions"
7167,2018-01-06,Medical Research? Congress Cheers. Medical Care? Congress Brawls.
7168,2018-01-08,Cybersecurity Today Is Treated Like Accounting Before Enron
7169,2018-01-09,Republicans in Congress Are Failing America’s Children
7170,2018-01-09,Read the Transcript of Glenn Simpson's Testimony to Congress
7171,2018-01-09,North Carolina Is Ordered to Redraw Its Congressional Map
7172,2018-01-10,Surveillance and Privacy Debate Reaches Pivotal Moment in Congress
7173,2018-01-10,Facebook Group Helps Under-Represented Constructors Learn the Art of Puzzle Making
7174,2018-01-11,"To Grease Wheels of Congress, Trump Suggests Bringing Back Pork"
7175,2018-01-12,Facebook Overhauls News Feed to Focus on What Friends and Family Share
7176,2018-01-12,The End of the Social News Era? Journalists Brace for Facebook’s Big Change
7177,2018-01-12,"Brexit, Facebook, Julian Assange: Your Friday Briefing"
7178,2018-01-12,"Donald Trump, N.S.A., Facebook: Your Friday Briefing"
7179,2018-01-12,New Facebook Should Benefit Investors Long Term: DealBook Briefing
7180,2018-01-12,"Farhad’s Week in Tech: A Power Outage at CES, and Facebook Wants to Get ‘Meaningful’"
7181,2018-01-12,Facebook Is Changing. What Does That Mean for Your News Feed?
